Protein	Est	SE	df	t	pval	beta	isSingular	FDR	padj	sig_level	Median	relativeFC
CD34	-0.0376640651103334	0.111019535736592	329.981126935156	-0.339256193609889	0.734632543088784	fixedLGD	0	0.843967565971411	0.843967565971411	NS	5.89505350457022	-1.02645050650719
CD4	0.0784538086755951	0.117157590420177	263.738481702021	0.669643412724914	0.503670958739669	fixedLGD	0	0.751258078600701	0.751258078600701	NS	8.06111336075485	1.05588580083518
CD40	0.0204513293599798	0.13644155769683	329.446521227389	0.149890764259832	0.880942520274655	fixedLGD	0	0.95435439696421	0.95435439696421	NS	0.484522805935585	1.01427673413655
CD44	-0.104111993159264	0.213086041796215	324.070696551716	-0.488591332785802	0.62546150837713	fixedLGD	0	0.823677637613483	0.823677637613483	NS	17.0216099798731	-1.07483260644597
CD45	0.239573126728782	0.143198243237461	262.808610346097	1.67301721943268	0.0955137879724553	fixedLGD	0	0.689429629577859	0.689429629577859	NS	10.5555121540314	1.1806432739217
CD45RO	0.00507539408634678	0.106496412729291	330.531381200295	0.0476578877755086	0.962017679167011	fixedLGD	0	0.980880770915383	0.980880770915383	NS	2.16026293301154	1.00352419050896
CD56	-0.194717734563382	0.143753917339763	328.233442316102	-1.35452124134583	0.176501792351853	fixedLGD	0	0.689429629577859	0.689429629577859	NS	3.94438666815404	-1.14450021551755
CD66b	0.372434236769952	0.19158706159058	331.625661306557	1.94394252763185	0.0527478853077196	fixedLGD	0	0.685722509000354	0.685722509000354	NS	0.336982931195558	1.29453523800149
CD68	-0.0438574072610914	0.094185685794129	330.436180810463	-0.465648329587523	0.641774002857086	fixedLGD	0	0.823677637613483	0.823677637613483	NS	5.32384698222378	-1.03086642523629
CD8	0.0608595488051288	0.118802064970085	264.991182733182	0.51227686000621	0.608883952448491	fixedLGD	0	0.823677637613483	0.823677637613483	NS	5.44791388861174	1.04308704056922
CD80	-0.282165696550102	0.159959656860553	301.940829148947	-1.76398038160387	0.0787464893091534	fixedLGD	0	0.689429629577859	0.689429629577859	NS	0.173959572659256	-1.21601893748754
CTLA4	-0.046058042496116	0.131941069424085	253.619126242453	-0.34908040913384	0.727318587008211	fixedLGD	0	0.843967565971411	0.843967565971411	NS	0.35881752405591	-1.03244007176895
EpCAM	-0.273277012295799	0.209069296437393	325.395807541029	-1.30711212479559	0.192097548953899	fixedLGD	0	0.689429629577859	0.689429629577859	NS	21.5253078701679	-1.20854987512718
ER-alpha	-0.107147230578198	0.13081069444684	327.89117320472	-0.819101458266023	0.413323467222333	fixedLGD	0	0.706643538132067	0.706643538132067	NS	0.644498533567882	-1.07709629091075
FAP-alpha	-0.128726162133466	0.119187800180451	332.864075714613	-1.08002800570674	0.280911631986434	fixedLGD	0	0.689429629577859	0.689429629577859	NS	0.921782891575578	-1.09332791327706
Fibronectin	-0.218390658381467	0.217436203980422	286.644968798812	-1.00438958362762	0.316037971852198	fixedLGD	0	0.689429629577859	0.689429629577859	NS	123.622412066566	-1.16343503820707
FOXP3	0.065465256076045	0.107544987665279	332.975355863756	0.608724381277516	0.543122187544953	fixedLGD	0	0.763306858171285	0.763306858171285	NS	0.443900018426349	1.04642234710779
GITR	-0.0121693918101901	0.129544448432955	284.101395210637	-0.0939398944331318	0.925223118793904	fixedLGD	0	0.96223204354566	0.96223204354566	NS	0.242615792786693	-1.00847085599164
GZMB	-0.172634953890921	0.069808510119601	323.641728937573	-2.47297863247833	0.0139124282443717	fixedLGD	0	0.453819402663307	0.453819402663307	P < 0.05	4.6122743849609	-1.12711518133865
Her2	-0.0209943848994978	0.111649612945758	329.11333875846	-0.188038134173357	0.850962641584964	fixedLGD	0	0.941490582179109	0.941490582179109	NS	1.33195369930454	-1.01465859742952
HLA-DR	0.163518303840642	0.130758531954861	285.996504153562	1.25053640015697	0.212125820968635	fixedLGD	0	0.689429629577859	0.689429629577859	NS	9.61175941959926	1.12001519398955
ICOS	0.127450447399865	0.120467626995866	307.967443254107	1.05796428947868	0.290900849766094	fixedLGD	0	0.689429629577859	0.689429629577859	NS	0.610416559859815	1.09236155656305
IDO1	0.124840660099797	0.157914980121823	308.835068472789	0.790556158785501	0.429809674467407	fixedLGD	0	0.706643538132067	0.706643538132067	NS	0.386946418396196	1.09038729709634
Ki-67	0.124088976138004	0.0854058693260994	324.218892284929	1.45293265108284	0.147209598528959	fixedLGD	0	0.689429629577859	0.689429629577859	NS	3.29852832869635	1.08981932317728
LAG3	0.0132195642870931	0.13600412126202	309.564299224948	0.097199733099447	0.922630679809406	fixedLGD	0	0.96223204354566	0.96223204354566	NS	0.29362247869799	1.00920521346908
MART1	-0.103485952283767	0.11882612322785	332.03906109888	-0.870902369551618	0.384436680086773	fixedLGD	0	0.706643538132067	0.706643538132067	NS	0.417228688675318	-1.07436629641388
NY-ESO-1	-0.200951403459353	0.0899619543915027	324.272483338909	-2.23373763741102	0.0261818886151908	fixedLGD	0	0.453819402663307	0.453819402663307	P < 0.05	1.13556913456533	-1.14945612846422
OX40L	-0.147392056706596	0.149385481179239	330.639671006524	-0.986655835246461	0.32453284314372	fixedLGD	0	0.689429629577859	0.689429629577859	NS	1.54778355357116	-1.10756552784707
PanCk	-0.534367843927777	0.230634356280429	325.976071446331	-2.31694814487239	0.0211259078121998	fixedLGD	0	0.453819402663307	0.453819402663307	P < 0.05	55.6921765707483	-1.44830740021748
PD-1	-0.00193443232391156	0.0998153185470812	325.973628939406	-0.0193801147165515	0.984549730407439	fixedLGD	0	0.984549730407439	0.984549730407439	NS	1.75927925151658	-1.00134174564763
PD-L1	-0.104900621812398	0.132585276537627	303.93041188692	-0.791193596693429	0.429448014486292	fixedLGD	0	0.706643538132067	0.706643538132067	NS	0.361500888731145	-1.07542030896463
PD-L2	0.116830781220636	0.149425824599588	328.315508546093	0.781864724746899	0.434857561927426	fixedLGD	0	0.706643538132067	0.706643538132067	NS	0.287931243759527	1.08435021413032
PR	-0.182646920669149	0.113526312736583	332.99771136622	-1.60885099028052	0.108596530866026	fixedLGD	0	0.689429629577859	0.689429629577859	NS	0.582029868079207	-1.13496430159529
PTEN	-0.0578724806116203	0.0868478717613709	321.843968247639	-0.666366134689341	0.505654475981241	fixedLGD	0	0.751258078600701	0.751258078600701	NS	1.35795182292218	-1.04092958615919
S100B	-0.18326635517802	0.188428616981946	332.876293266759	-0.972603621007205	0.331456552681663	fixedLGD	0	0.689429629577859	0.689429629577859	NS	3.44435242534904	-1.13545171368443
SMA	0.0934657949153725	0.215834450611957	316.214881160018	0.433043912361388	0.665278091918583	fixedLGD	0	0.823677637613483	0.823677637613483	NS	377.784386472032	1.06693019904161
STING	0.166455286415757	0.132993395921603	332.671511641432	1.25160565501973	0.211592943012839	fixedLGD	0	0.689429629577859	0.689429629577859	NS	8.59884446574576	1.12229759988356
Tim-3	-0.185970342608756	0.125757687817411	332.830634114728	-1.47879899699467	0.140139813093881	fixedLGD	0	0.689429629577859	0.689429629577859	NS	2.31998110535809	-1.13758184243373
VISTA	0.0835350955604444	0.12278481800174	331.908595850596	0.680337332578532	0.496765172988421	fixedLGD	0	0.751258078600701	0.751258078600701	NS	2.09964487587358	1.05961127160767
